module_index,module,symbol_type,static,name,segment,offset,file_offset
4,L:\MOX\INITGAME.C,code,False,Init_Officers_,1,12414,624338
4,L:\MOX\INITGAME.C,code,False,Init_Leaders_,1,12415,624339
5,L:\MOX\LOADER.C,code,False,Load_Pictures_,1,12660,624584
5,L:\MOX\LOADER.C,code,True,Load_Main_Screen_Pictures_,1,12738,624662
5,L:\MOX\LOADER.C,code,False,Load_Player_Special_Names_,1,13906,625830
6,L:\MOX\NEXTTURN.C,code,False,Next_Turn_Calc_,1,14003,625927
6,L:\MOX\NEXTTURN.C,code,False,Do_Autosave_,1,14370,626294
6,L:\MOX\NEXTTURN.C,code,False,Next_Turn_,1,14448,626372
6,L:\MOX\NEXTTURN.C,code,True,Get_Winner_,1,14824,626748
7,L:\MOX\ERICNET.C,code,False,Init_Homeworld_Colony2_,1,14909,626833
7,L:\MOX\ERICNET.C,code,False,Init_Homeworld_Colony_,1,16295,628219
7,L:\MOX\ERICNET.C,code,False,Init_Advanced_Civilization_Fleet_,1,16311,628235
7,L:\MOX\ERICNET.C,code,False,Init_Non_Homeworld_Colony_,1,16312,628236
7,L:\MOX\ERICNET.C,code,False,Add_Building_,1,16345,628269
7,L:\MOX\ERICNET.C,code,False,Remove_Building_,1,17898,629822
7,L:\MOX\ERICNET.C,code,False,Mox_Play_Sound_,1,18391,630315
7,L:\MOX\ERICNET.C,code,False,Calc_Ship_Level_,1,18407,630331
7,L:\MOX\ERICNET.C,code,False,Do_Academy_At_Location_Check_,1,18554,630478
7,L:\MOX\ERICNET.C,code,False,Best_Instructor_Bonus_,1,18709,630633
7,L:\MOX\ERICNET.C,code,False,Do_XP_For_Ship_,1,18901,630825
7,L:\MOX\ERICNET.C,code,False,Do_All_Ships_XP_Check_,1,18983,630907
8,L:\MOX\TECHDATA.C,code,False,_rifles,1,19080,631004
8,L:\MOX\TECHDATA.C,code,False,_personal_shields,1,19098,631022
8,L:\MOX\TECHDATA.C,code,False,_planetary_shields,1,19104,631028
9,D:\MOX\ANTAROOM.C,code,False,Main_Antaran_Room_Screen_,1,19116,631040
9,D:\MOX\ANTAROOM.C,code,False,Draw_Main_Antaran_Room_Screen_,1,19453,631377
9,D:\MOX\ANTAROOM.C,code,False,Reload_Main_Antaran_Room_Screen_,1,19587,631511
9,D:\MOX\ANTAROOM.C,code,False,Get_Antaran_Room_Message_,1,19836,631760
9,D:\MOX\ANTAROOM.C,code,False,Check_Show_Main_Antaran_Room_Screen_,1,19937,631861
10,D:\MOX\SMACK.C,code,False,Play_Cinematic_,1,19959,631883
10,D:\MOX\SMACK.C,code,False,Smack_Fade_,1,20613,632537
10,D:\MOX\SMACK.C,code,False,Draw_Smack_Screen_,1,20709,632633
11,D:\MOX\RACECUST.C,code,False,Race_Customization_,1,20731,632655
12,D:\MOX\COUNCIL.C,code,False,Main_Council_Screen_,1,21049,632973
12,D:\MOX\COUNCIL.C,code,False,Control_Main_Council_Screen_,1,21408,633332
12,D:\MOX\COUNCIL.C,code,False,Draw_Main_Council_Screen_,1,21537,633461
12,D:\MOX\COUNCIL.C,code,False,Reload_Main_Council_Screen_,1,22228,634152
12,D:\MOX\COUNCIL.C,code,False,Calc_Council_Vote_,1,23440,635364
12,D:\MOX\COUNCIL.C,code,False,Get_Council_Message_,1,23529,635453
12,D:\MOX\COUNCIL.C,code,False,Next_Council_State_,1,23984,635908
12,D:\MOX\COUNCIL.C,code,False,Council_Finished_Voting_,1,24056,635980
12,D:\MOX\COUNCIL.C,code,False,Council_Votes_,1,24252,636176
12,D:\MOX\COUNCIL.C,code,False,Vote_Check_,1,24609,636533
12,D:\MOX\COUNCIL.C,code,False,Council_Vote_Result_,1,25060,636984
12,D:\MOX\COUNCIL.C,code,False,Council_Player_Vote_,1,25404,637328
12,D:\MOX\COUNCIL.C,code,False,Council_Accept_Ruling_,1,26123,638047
12,D:\MOX\COUNCIL.C,code,False,Check_For_Council_Meeting_,1,26799,638723
12,D:\MOX\COUNCIL.C,code,False,Load_Council_Text_Messages_,1,26970,638894
12,D:\MOX\COUNCIL.C,code,False,Council_Player_Voted_Winner_,1,27081,639005
12,D:\MOX\COUNCIL.C,code,False,Drive_Council_Player_Voted_Winner_,1,27199,639123
12,D:\MOX\COUNCIL.C,code,False,Draw_Council_Player_Voted_Winner_,1,27346,639270
12,D:\MOX\COUNCIL.C,code,False,Get_Player_Voted_Winner_Message_,1,27644,639568
14,D:\MOX\DIP-SCRN.C,code,False,Diplomacy_Screen_,1,27726,639650
14,D:\MOX\DIP-SCRN.C,code,False,Draw_Diplomacy_Screen_,1,28416,640340
14,D:\MOX\DIP-SCRN.C,code,False,Draw_Diplomacy_Synch_Mode_,1,28416,640340
14,D:\MOX\DIP-SCRN.C,code,False,Get_Main_Repulsive_Diplomacy_Choices_,1,29223,641147
14,D:\MOX\DIP-SCRN.C,code,False,Get_Main_Diplomacy_Choices_,1,30092,642016
14,D:\MOX\DIP-SCRN.C,code,False,Diplomacy_Set_Main_Options_,1,30791,642715
14,D:\MOX\DIP-SCRN.C,code,False,Diplomacy_Declare_War_Resolution_,1,31220,643144
14,D:\MOX\DIP-SCRN.C,code,False,Setup_Back_Page_,1,31569,643493
14,D:\MOX\DIP-SCRN.C,code,False,Setup_Ambassador_Pic_,1,31666,643590
14,D:\MOX\DIP-SCRN.C,code,False,Diplomacy_Fade_In_,1,31751,643675
14,D:\MOX\DIP-SCRN.C,code,False,Draw_Diplomacy_Fade_In_Screen_,1,32029,643953
14,D:\MOX\DIP-SCRN.C,code,False,Diplomacy_Propose_Treaty_,1,32091,644015
14,D:\MOX\DIP-SCRN.C,code,False,Diplomacy_Break_Treaty_,1,32980,644904
14,D:\MOX\DIP-SCRN.C,code,False,Diplomacy_Break_Treaty_Resolution_,1,33545,645469
14,D:\MOX\DIP-SCRN.C,code,False,Get_Human_Surrender_Message_,1,34144,646068
14,D:\MOX\DIP-SCRN.C,code,False,Get_Human_Declare_War_Message_,1,34198,646122
14,D:\MOX\DIP-SCRN.C,code,False,Get_Human_Offer_Gift_Message_,1,34237,646161
14,D:\MOX\DIP-SCRN.C,code,False,Get_Human_Demand_Message_,1,34515,646439
14,D:\MOX\DIP-SCRN.C,code,False,Get_Human_Break_Treaty_Message_,1,34874,646798
14,D:\MOX\DIP-SCRN.C,code,False,Get_Human_Form_Treaty_Message_,1,35040,646964
14,D:\MOX\DIP-SCRN.C,code,False,Get_Human_Propose_Treaty_Message_,1,35308,647232
14,D:\MOX\DIP-SCRN.C,code,False,Get_Human_Tech_Exchange_Message_,1,35479,647403
14,D:\MOX\DIP-SCRN.C,code,False,Get_Human_Tech_Exchange_First_Message_,1,35554,647478
14,D:\MOX\DIP-SCRN.C,code,False,Get_Human_Tech_Exchange_Accept_Message_,1,35623,647547
14,D:\MOX\DIP-SCRN.C,code,False,Get_Human_Tech_Exchange_Decline_Message_,1,35646,647570
14,D:\MOX\DIP-SCRN.C,code,False,Diplomacy_Demand_,1,35705,647629
14,D:\MOX\DIP-SCRN.C,code,False,Diplomacy_Offer_Gift_,1,38085,650009
14,D:\MOX\DIP-SCRN.C,code,False,Diplomacy_Display_Response_,1,39193,651117
14,D:\MOX\DIP-SCRN.C,code,False,Diplomacy_Determine_Treaty_Proposal_,1,39319,651243
14,D:\MOX\DIP-SCRN.C,code,False,Diplomacy_Need_Better_Offer_,1,39800,651724
14,D:\MOX\DIP-SCRN.C,code,False,Get_Diplomacy_Tech_List_,1,40287,652211
14,D:\MOX\DIP-SCRN.C,code,False,Diplomacy_Generic_List_,1,40424,652348
14,D:\MOX\DIP-SCRN.C,code,False,Diplomacy_Generic_Exchange_Tech_List_,1,40742,652666
14,D:\MOX\DIP-SCRN.C,code,False,Diplomacy_Generic_System_List_,1,41469,653393
14,D:\MOX\DIP-SCRN.C,code,False,Draw_Diplomacy_Generic_System_List_,1,42029,653953
14,D:\MOX\DIP-SCRN.C,code,False,Get_Diplomacy_Demand_Treaty_List_,1,42061,653985
14,D:\MOX\DIP-SCRN.C,code,False,Npc_Display_Diplomacy_Messages_,1,42247,654171
14,D:\MOX\DIP-SCRN.C,code,False,Accepted_Npc_Demand_Resolution_,1,43966,655890
14,D:\MOX\DIP-SCRN.C,code,False,Get_Non_Player_Proposals_,1,44050,655974
14,D:\MOX\DIP-SCRN.C,code,False,Npc_Give_Gift_,1,44725,656649
14,D:\MOX\DIP-SCRN.C,code,False,Show_Sneak_Attack_Message_,1,44960,656884
14,D:\MOX\DIP-SCRN.C,code,False,Npc_Diplomacy_Screen_,1,44966,656890
14,D:\MOX\DIP-SCRN.C,code,False,Check_Human_Treaty_Proposal_,1,45163,657087
14,D:\MOX\DIP-SCRN.C,code,False,Get_Human_Treaty_Choice_,1,45479,657403
14,D:\MOX\DIP-SCRN.C,code,False,Check_Better_Offer_Available_,1,45914,657838
14,D:\MOX\DIP-SCRN.C,code,False,Get_Human_Demand_Choice_,1,46005,657929
14,D:\MOX\DIP-SCRN.C,code,False,Diplomacy_Give_In_To_Demand_,1,46215,658139
14,D:\MOX\DIP-SCRN.C,code,False,Get_Human_Demand_Response_,1,46520,658444
14,D:\MOX\DIP-SCRN.C,code,False,Get_Human_Gift_Response_,1,46884,658808
14,D:\MOX\DIP-SCRN.C,code,False,Get_Human_Tech_Exchange_Choice_,1,47099,659023
14,D:\MOX\DIP-SCRN.C,code,False,Diplomacy_Load_New_Ambassador_,1,47233,659157
14,D:\MOX\DIP-SCRN.C,code,False,Diplomacy_Mouse_Init_,1,47406,659330
14,D:\MOX\DIP-SCRN.C,code,False,Diplomacy_Human_Need_Better_Offer_,1,48475,660399
14,D:\MOX\DIP-SCRN.C,code,False,Check_Surrender_System_,1,50199,662123
14,D:\MOX\DIP-SCRN.C,code,False,Diplomacy_System_Display_,1,50297,662221
14,D:\MOX\DIP-SCRN.C,code,False,Draw_Diplomacy_System_Display_,1,51176,663100
14,D:\MOX\DIP-SCRN.C,code,False,Draw_Diplomacy_System_,1,51315,663239
14,D:\MOX\DIP-SCRN.C,code,False,Draw_Diplomacy_System_Text_,1,51417,663341
14,D:\MOX\DIP-SCRN.C,code,False,Diplomacy_System_Scan_,1,51836,663760
14,D:\MOX\DIP-SCRN.C,code,False,Diplomacy_Exchange_Technology_,1,52045,663969
14,D:\MOX\DIP-SCRN.C,code,False,Get_Diplomacy_Tech_Exchange_Lists_,1,53169,665093
14,D:\MOX\DIP-SCRN.C,code,False,Start_Diplomacy_Music_,1,53461,665385
14,D:\MOX\DIP-SCRN.C,code,False,Diplomacy_Surrender_,1,53496,665420
14,D:\MOX\DIP-SCRN.C,code,False,Diplomacy_Offer_Money_,1,53815,665739
14,D:\MOX\DIP-SCRN.C,code,False,Get_Diplomacy_Statement_,1,54629,666553
14,D:\MOX\DIP-SCRN.C,code,False,An_,1,56855,668779
14,D:\MOX\DIP-SCRN.C,code,False,Get_Net_Diplomacy_Choices_,1,57080,669004
14,D:\MOX\DIP-SCRN.C,code,False,Diplomacy_Net_Switcheroo_,1,60695,672619
14,D:\MOX\DIP-SCRN.C,code,False,Diplomacy_Initial_Synch_Up_,1,60828,672752
14,D:\MOX\DIP-SCRN.C,code,False,Diplomacy_Listen_Mode_,1,60905,672829
14,D:\MOX\DIP-SCRN.C,code,False,Diplomacy_Chat_,1,61275,673199
14,D:\MOX\DIP-SCRN.C,code,False,Draw_Diplomacy_Listen_Mode_,1,61628,673552
14,D:\MOX\DIP-SCRN.C,code,False,Diplomacy_Synch_Mode_,1,61743,673667
14,D:\MOX\DIP-SCRN.C,code,False,Start_Net_Treaty_,1,61821,673745
14,D:\MOX\DIP-SCRN.C,code,False,Diplomacy_Receive_Message_,1,62000,673924
14,D:\MOX\DIP-SCRN.C,code,False,Get_Listen_Mode_Message_,1,62283,674207
14,D:\MOX\DIP-SCRN.C,code,False,Load_Diplomacy_Text_Messages_,1,62332,674256
14,D:\MOX\DIP-SCRN.C,code,False,Setup_Diplomacy_Help_,1,64531,676455
14,D:\MOX\DIP-SCRN.C,code,False,Setup_Full_Screen_Diplomacy_Help_,1,64774,676698
14,D:\MOX\DIP-SCRN.C,code,False,Set_Opportunity_Attacks_,1,64896,676820
14,D:\MOX\DIP-SCRN.C,code,False,Add_Diplomacy_Turn_Summary_Messages_,1,65269,677193
14,D:\MOX\DIP-SCRN.C,code,False,Resolve_Delayed_Diplomacy_Orders_,1,65517,677441
14,D:\MOX\DIP-SCRN.C,code,False,Diplomacy_Main_Net_Chat_,1,65731,677655
14,D:\MOX\DIP-SCRN.C,code,False,Diplomacy_Message_Is_Interactive_,1,65890,677814
15,D:\MOX\EVENTS.C,code,False,Init_Events_,1,65956,677880
15,D:\MOX\EVENTS.C,code,False,Reset_Events_,1,66041,677965
15,D:\MOX\EVENTS.C,code,False,Check_For_Event_Message_,1,66111,678035
15,D:\MOX\EVENTS.C,code,False,Check_For_Event_,1,66174,678098
15,D:\MOX\EVENTS.C,code,False,Start_Main_Event_,1,66333,678257
15,D:\MOX\EVENTS.C,code,False,Load_Event_Picture_,1,66507,678431
15,D:\MOX\EVENTS.C,code,False,Drive_Event_Screen_,1,66560,678484
15,D:\MOX\EVENTS.C,code,False,Draw_Event_Screen_,1,66656,678580
15,D:\MOX\EVENTS.C,code,False,Event_Fade_In_,1,66872,678796
15,D:\MOX\EVENTS.C,code,False,Event_Twiddle_,1,67234,679158
15,D:\MOX\EVENTS.C,code,False,Setup_Next_Event_,1,70513,682437
15,D:\MOX\EVENTS.C,code,False,Get_Event_Message_,1,72557,684481
15,D:\MOX\EVENTS.C,code,False,Event_Get_Fleet_Strength_,1,74301,686225
15,D:\MOX\EVENTS.C,code,False,Determine_Event_,1,74506,686430
15,D:\MOX\EVENTS.C,code,False,Get_Event_Victim_,1,77143,689067
15,D:\MOX\EVENTS.C,code,False,Get_Antaran_Victim_,1,77660,689584
15,D:\MOX\EVENTS.C,code,False,Player_Has_Bad_Event_,1,78006,689930
15,D:\MOX\EVENTS.C,code,False,Get_Event_Climate_Change_Colony_,1,78092,690016
15,D:\MOX\EVENTS.C,code,False,Get_Event_Industrial_Accident_Colony_,1,78260,690184
15,D:\MOX\EVENTS.C,code,False,Get_Event_Mineral_Depletion_Colony_,1,78430,690354
15,D:\MOX\EVENTS.C,code,False,Get_Event_Mineral_Deposit_Colony_,1,78523,690447
15,D:\MOX\EVENTS.C,code,False,Event_Monster_Update_,1,78636,690560
15,D:\MOX\EVENTS.C,code,False,Event_Race_Eliminated_,1,78763,690687
15,D:\MOX\EVENTS.C,code,False,Event_Orion_Discovered_,1,78776,690700
15,D:\MOX\EVENTS.C,code,False,Event_Defeat_Antarans_,1,78789,690713
15,D:\MOX\EVENTS.C,code,False,Event_Surrender_,1,78802,690726
15,D:\MOX\EVENTS.C,code,False,Event_Rebel_Assimilation_,1,78822,690746
15,D:\MOX\EVENTS.C,code,False,Event_Check_Hyperspace_Flux_,1,78842,690766
15,D:\MOX\EVENTS.C,code,False,Event_Check_Space_Anomaly_,1,78878,690802
15,D:\MOX\EVENTS.C,code,False,Event_Check_Pirate_Activity_,1,78958,690882
15,D:\MOX\EVENTS.C,code,False,Event_Check_Plague_,1,79032,690956
15,D:\MOX\EVENTS.C,code,False,Event_Check_Warp_Beast_,1,79077,691001
15,D:\MOX\EVENTS.C,code,False,Event_Check_Population_Boom_,1,79113,691037
15,D:\MOX\EVENTS.C,code,False,Event_Check_Comet_,1,79158,691082
15,D:\MOX\EVENTS.C,code,False,Event_Check_Planet_Warning_,1,79203,691127
15,D:\MOX\EVENTS.C,code,False,Event_Check_General_Status_,1,79679,691603
15,D:\MOX\EVENTS.C,code,False,Allocate_Comet_Hit_,1,79744,691668
15,D:\MOX\EVENTS.C,code,False,Allocate_Industrial_Accident_Hit_,1,79923,691847
15,D:\MOX\EVENTS.C,code,False,Allocate_Earthquake_Hit_,1,80040,691964
15,D:\MOX\EVENTS.C,code,False,Find_Nearest_Player_Colony_to_Ship_,1,80264,692188
15,D:\MOX\EVENTS.C,code,False,Colony_To_Ship_Dist2_,1,80360,692284
15,D:\MOX\EVENTS.C,code,False,Pick_Completely_Random_Star_,1,80479,692403
15,D:\MOX\EVENTS.C,code,False,Ship_Size_Points_At_Star_,1,80680,692604
15,D:\MOX\EVENTS.C,code,False,Colony_Research_Points_,1,80740,692664
15,D:\MOX\EVENTS.C,code,False,Pick_Random_Player_In_Contact_,1,80765,692689
15,D:\MOX\EVENTS.C,code,False,Pick_Random_Star_,1,80876,692800
15,D:\MOX\EVENTS.C,code,False,Pick_Random_Officer_,1,81057,692981
15,D:\MOX\EVENTS.C,code,False,Pick_Random_Ship_,1,81133,693057
15,D:\MOX\EVENTS.C,code,False,Pick_Random_Colony_No_Outpost_,1,81220,693144
15,D:\MOX\EVENTS.C,code,False,Pick_Random_Colony_No_Capitol_,1,81312,693236
15,D:\MOX\EVENTS.C,code,False,Event_Check_Colony_Researching_,1,81406,693330
15,D:\MOX\EVENTS.C,code,False,Colony_Has_Event_,1,81504,693428
15,D:\MOX\EVENTS.C,code,False,Kill_All_Events_At_Colony_,1,81951,693875
15,D:\MOX\EVENTS.C,code,False,Event_Check_Space_Anomaly_At_Star_,1,82639,694563
15,D:\MOX\EVENTS.C,code,False,Star_Has_Event_,1,82684,694608
15,D:\MOX\EVENTS.C,code,False,Event_Pirate_Activity_Strength_,1,83087,695011
15,D:\MOX\EVENTS.C,code,False,Determine_Lucky_Players_Events_,1,83217,695141
15,D:\MOX\EVENTS.C,code,False,Update_Lucky_Players_Events_,1,83396,695320
16,D:\MOX\JIM.C,code,False,Jim_Hot_Key_,1,83453,695377
16,D:\MOX\JIM.C,code,False,Play_Streaming_Music_,1,83575,695499
16,D:\MOX\JIM.C,code,False,Stop_Background_Music_,1,84017,695941
16,D:\MOX\JIM.C,code,False,Play_Background_Music_,1,84047,695971
16,D:\MOX\JIM.C,code,False,Fade_Down_Background_Music_,1,84237,696161
16,D:\MOX\JIM.C,code,False,Play_Combat_Music_,1,84332,696256
16,D:\MOX\JIM.C,code,False,Get_Text_Message_,1,84473,696397
16,D:\MOX\JIM.C,code,False,Decode_Text_Message_,1,84682,696606
16,D:\MOX\JIM.C,code,False,Decode_Text_Name_,1,85296,697220
16,D:\MOX\JIM.C,code,False,Decode_Text_Race_,1,85296,697220
16,D:\MOX\JIM.C,code,False,Decode_Text_Race_And_Name_,1,85296,697220
16,D:\MOX\JIM.C,code,False,Decode_Text_Name_And_Stat_,1,85324,697248
16,D:\MOX\JIM.C,code,False,Decode_Text_Name_And_System_,1,85354,697278
16,D:\MOX\JIM.C,code,False,Decode_Text_Name_And_Tech_,1,85379,697303
16,D:\MOX\JIM.C,code,False,Decode_Text_Name_And_Other_Tech_,1,85404,697328
16,D:\MOX\JIM.C,code,False,Decode_Text_Name_Tech_And_Other_Tech_,1,85445,697369
16,D:\MOX\JIM.C,code,False,Decode_Text_Name_And_Name_,1,85488,697412
16,D:\MOX\JIM.C,code,False,Decode_Text_Stat_,1,85512,697436
16,D:\MOX\JIM.C,code,False,Decode_Text_System_,1,85543,697467
16,D:\MOX\JIM.C,code,False,Decode_Text_Field_,1,85566,697490
16,D:\MOX\JIM.C,code,False,Decode_Text_Year_,1,85588,697512
16,D:\MOX\JIM.C,code,False,Decode_Text_Tech_And_Other_Name_,1,85619,697543
16,D:\MOX\JIM.C,code,False,Bill_Picture_To_Mouse_,1,85654,697578
16,D:\MOX\JIM.C,code,False,Draw_Logos_,1,85715,697639
16,D:\MOX\JIM.C,code,False,Logo_Fade_Out_,1,86415,698339
16,D:\MOX\JIM.C,code,False,Slow_Fade_In_,1,86511,698435
16,D:\MOX\JIM.C,code,False,Check_For_Simtex_Logo_,1,86617,698541
17,D:\MOX\NPCDIPLO.C,code,False,NPC_Diplomacy_,1,86695,698619
17,D:\MOX\NPCDIPLO.C,code,False,NPC_Tech_Exchange_,1,86725,698649
17,D:\MOX\NPCDIPLO.C,code,False,NPC_Threats_,1,86741,698665
17,D:\MOX\NPCDIPLO.C,code,False,NPC_To_NPC_Treaty_Negotiations_,1,87341,699265
17,D:\MOX\NPCDIPLO.C,code,False,Honor_Alliances_,1,88786,700710
17,D:\MOX\NPCDIPLO.C,code,False,Eliminate_NPC_Treaty_Conflicts_,1,89030,700954
17,D:\MOX\NPCDIPLO.C,code,False,NPC_Diplomacy_Buildup_Penalties_,1,89212,701136
17,D:\MOX\NPCDIPLO.C,code,False,NPC_Declarations_Of_War_,1,89585,701509
17,D:\MOX\NPCDIPLO.C,code,False,NPC_Peace_Negotiations_,1,91914,703838
17,D:\MOX\NPCDIPLO.C,code,False,NPC_Required_Alliances_,1,92317,704241
17,D:\MOX\NPCDIPLO.C,code,False,NPC_To_Human_Diplomacy_,1,92560,704484
17,D:\MOX\NPCDIPLO.C,code,False,Get_Tech_Exchange_Reaction_,1,93117,705041
17,D:\MOX\NPCDIPLO.C,code,False,compare_tech_,1,93453,705377
17,D:\MOX\NPCDIPLO.C,code,False,reverse_compare_tech_,1,93458,705382
17,D:\MOX\NPCDIPLO.C,code,False,Get_Exchange_Tech_List_,1,93465,705389
17,D:\MOX\NPCDIPLO.C,code,False,Get_Tech_Exchange_Expectation_,1,94138,706062
17,D:\MOX\NPCDIPLO.C,code,False,Get_Differential_Tech_List_,1,94356,706280
17,D:\MOX\NPCDIPLO.C,code,False,NPC_Tech_Exchange_Check_,1,94735,706659
17,D:\MOX\NPCDIPLO.C,code,False,NPC_Good_Proposal_Check_,1,95086,707010
17,D:\MOX\NPCDIPLO.C,code,False,Clear_Last_Proposal_Turn_,1,95495,707419
17,D:\MOX\NPCDIPLO.C,code,False,NPC_Message_Rejection_Check_,1,95583,707507
17,D:\MOX\NPCDIPLO.C,code,False,NPC_Proposal_Rejection_Accept_,1,95974,707898
17,D:\MOX\NPCDIPLO.C,code,False,NPC_Treaty_Hatred_,1,96207,708131
17,D:\MOX\NPCDIPLO.C,code,False,NPC_Surrender_Check_,1,96829,708753
18,D:\MOX\OTHERS\CMBTAI.C,code,False,Does_Ship_Have_Missiles_Incoming_,1,98086,710010
18,D:\MOX\OTHERS\CMBTAI.C,code,False,Safe_To_Fire_Sphere_Weapon_,1,98207,710131
18,D:\MOX\OTHERS\CMBTAI.C,code,False,Ai_Self_Destruct_Check_,1,98664,710588
18,D:\MOX\OTHERS\CMBTAI.C,code,False,Release_Smallest_Ship_From_Stasis_,1,99782,711706
18,D:\MOX\OTHERS\CMBTAI.C,code,False,Ai_Stasis_Check_,1,99914,711838
18,D:\MOX\OTHERS\CMBTAI.C,code,False,Range_To_XY_,1,100072,711996
18,D:\MOX\OTHERS\CMBTAI.C,code,False,Range_To_Missile_,1,100406,712330
18,D:\MOX\OTHERS\CMBTAI.C,code,False,Range_To_Ship_,1,100442,712366
18,D:\MOX\OTHERS\CMBTAI.C,code,False,Expected_Weapon_Damage_,1,100804,712728
18,D:\MOX\OTHERS\CMBTAI.C,code,False,Expected_Missile_Damage_,1,102062,713986
18,D:\MOX\OTHERS\CMBTAI.C,code,False,Expected_Beam_Bomb_Damage_,1,102618,714542
18,D:\MOX\OTHERS\CMBTAI.C,code,False,Missile_Overkill_Check_,1,103384,715308
18,D:\MOX\OTHERS\CMBTAI.C,code,False,Check_For_Launched_Fighters_,1,103552,715476
18,D:\MOX\OTHERS\CMBTAI.C,code,False,Is_Ship_Out_Of_Ammo_,1,103647,715571
18,D:\MOX\OTHERS\CMBTAI.C,code,False,Is_Ship_Targeted_By_Missile_,1,103888,715812
18,D:\MOX\OTHERS\CMBTAI.C,code,False,Toggle_Auto_Combat_Flags_,1,103958,715882
18,D:\MOX\OTHERS\CMBTAI.C,code,False,Crystal_Control_,1,104336,716260
18,D:\MOX\OTHERS\CMBTAI.C,code,False,Do_Auto_Ship_Turn_,1,104503,716427
18,D:\MOX\OTHERS\CMBTAI.C,code,False,Target_Missile_Value_,1,106267,718191
