module_index,module,symbol_type,static,name,segment,offset,file_offset,subsystems
95,D:\MOX\OTHERS\AIMOVE.C,code,True,Compute_Attack_Worthiness_,1,822994,1434918,ai
95,D:\MOX\OTHERS\AIMOVE.C,code,True,Find_Best_Attack_From_Star_,1,824499,1436423,ai
95,D:\MOX\OTHERS\AIMOVE.C,code,True,Launch_Attacks_,1,825326,1437250,ai
95,D:\MOX\OTHERS\AIMOVE.C,code,True,Knock_Out_Impossible_Interceptions_,1,825407,1437331,ai
95,D:\MOX\OTHERS\AIMOVE.C,code,True,Interceptions_,1,825982,1437906,ai
95,D:\MOX\OTHERS\AIMOVE.C,code,True,Intercept_Invaders_,1,827269,1439193,ai
95,D:\MOX\OTHERS\AIMOVE.C,code,True,Move_To_Stage_Points_,1,828549,1440473,ai
95,D:\MOX\OTHERS\AIMOVE.C,code,True,Move_Transports_,1,829852,1441776,ai
95,D:\MOX\OTHERS\AIMOVE.C,code,True,Move_To_Unexplored_Stars_,1,831444,1443368,ai
95,D:\MOX\OTHERS\AIMOVE.C,code,True,Launch_Sneak_Attack_,1,832087,1444011,ai
95,D:\MOX\OTHERS\AIMOVE.C,code,True,Mark_Flee_Stars_,1,832485,1444409,ai
95,D:\MOX\OTHERS\AIMOVE.C,code,False,Move_AI_,1,832638,1444562,ai
95,D:\MOX\OTHERS\AIMOVE.C,code,True,Sort_npc_dests_,1,833113,1445037,ai
95,D:\MOX\OTHERS\AIMOVE.C,code,True,NPC_Dest_,1,833234,1445158,ai
95,D:\MOX\OTHERS\AIMOVE.C,code,True,Move_NPCs_,1,833752,1445676,ai
95,D:\MOX\OTHERS\AIMOVE.C,code,False,Move_All_AI_,1,834345,1446269,ai
95,D:\MOX\OTHERS\AIMOVE.C,code,True,Find_Opportunity_Attack_Aux_,1,834463,1446387,ai
95,D:\MOX\OTHERS\AIMOVE.C,code,False,Find_Opportunity_Attack_,1,834652,1446576,ai
95,D:\MOX\OTHERS\AIMOVE.C,code,False,Player_Threatens_Player_,1,834760,1446684,ai
95,D:\MOX\OTHERS\AIMOVE.C,code,False,Number_Of_Attacks_Underway_,1,835000,1446924,ai
34,D:\MOX\OTHERS\AIPOWER.C,code,False,Base_Generic_Dcv_,1,322281,934205,ai
34,D:\MOX\OTHERS\AIPOWER.C,code,False,Base_Generic_Ocv_,1,322361,934285,ai
34,D:\MOX\OTHERS\AIPOWER.C,code,False,Strength_Hits_Modifier_,1,323284,935208,ai
34,D:\MOX\OTHERS\AIPOWER.C,code,False,Phasor_Base_Strength_,1,325027,936951,ai
34,D:\MOX\OTHERS\AIPOWER.C,code,False,Fighter_Garrison_Strength_,1,325196,937120,ai
96,D:\MOX\OTHERS\AISTAGE.C,code,False,Compute_Defensive_Stage_Points_,1,835204,1447128,ai
97,D:\MOX\OTHERS\AITECH.C,code,False,Player_Best_Computer_,1,836431,1448355,ai
97,D:\MOX\OTHERS\AITECH.C,code,False,Player_Best_Fuel_,1,836475,1448399,ai
97,D:\MOX\OTHERS\AITECH.C,code,False,Player_Best_Planetary_Shield_,1,836522,1448446,ai
97,D:\MOX\OTHERS\AITECH.C,code,False,Player_Best_Drive_,1,836579,1448503,ai
97,D:\MOX\OTHERS\AITECH.C,code,False,Player_Best_Rifle_,1,836630,1448554,ai
97,D:\MOX\OTHERS\AITECH.C,code,False,Player_Best_Personal_Shield_,1,836681,1448605,ai
97,D:\MOX\OTHERS\AITECH.C,code,False,System_Proximity_Count_,1,838471,1450395,ai
97,D:\MOX\OTHERS\AITECH.C,code,False,Apply_Evolutionary_Upgrades_,1,838576,1450500,ai
29,D:\MOX\OTHERS\KEN.C,code,False,Init_NPC_Personalities_Objectives_Themes_,1,297430,909354,ai
112,D:\MOX\OTHERS\NETMOX.C,code,True,Get_Next_AI_Talker_,1,958883,1570807,ai
114,D:\MOX\OTHERS\NETTURN.C,code,True,Must_Broadcast_AI_Player_Data_,1,967321,1579245,ai
58,D:\MOX\OTHERS\OFFICER.C,code,False,Ai_Assign_Leader_To_Star_,1,560263,1172187,ai
117,D:\MOX\OTHERS\RUSS.C,code,False,Make_Player_Into_AI_,1,977952,1589876,ai
117,D:\MOX\OTHERS\RUSS.C,code,False,Make_All_AI_Game_,1,978073,1589997,ai
91,D:\MOX\OTHERS\AIBUILD.C,code,False,Mean_Ship_Strength_,1,785125,1397049,ai;fleet
92,D:\MOX\OTHERS\AIDATA.C,code,True,sort_ships_,1,799512,1411436,ai;fleet
92,D:\MOX\OTHERS\AIDATA.C,code,False,Ship_N_Turns_To_Star_With_Intermediate_,1,800831,1412755,ai;fleet
35,D:\MOX\OTHERS\AIDESIGN.C,code,False,Get_Ship_Class_,1,326279,938203,ai;fleet
35,D:\MOX\OTHERS\AIDESIGN.C,code,False,Auto_Design_Ship_,1,333477,945401,ai;fleet
93,D:\MOX\OTHERS\AIDUDES.C,code,True,Keep_Ship_Designs_Up_To_Date_,1,810222,1422146,ai;fleet
93,D:\MOX\OTHERS\AIDUDES.C,code,True,Do_Ship_Upgrade_Cheats_,1,810521,1422445,ai;fleet
94,D:\MOX\OTHERS\AILEADER.C,code,True,Assign_Fleet_Officer_,1,815066,1426990,ai;fleet
94,D:\MOX\OTHERS\AILEADER.C,code,True,Reassign_Fleet_Officer_,1,815224,1427148,ai;fleet
95,D:\MOX\OTHERS\AIMOVE.C,code,True,Move_Ships_With_Possible_Intermediate_,1,817443,1429367,ai;fleet
95,D:\MOX\OTHERS\AIMOVE.C,code,True,Ship_Rough_Strength_At_Star_,1,818515,1430439,ai;fleet
95,D:\MOX\OTHERS\AIMOVE.C,code,True,Ship_Min_Strength_Versus_Players_At_Star_,1,818996,1430920,ai;fleet
95,D:\MOX\OTHERS\AIMOVE.C,code,True,Gather_Player_Ships_At_Star_,1,824312,1436236,ai;fleet
95,D:\MOX\OTHERS\AIMOVE.C,code,True,Gather_Intercepting_Ships_,1,825816,1437740,ai;fleet
34,D:\MOX\OTHERS\AIPOWER.C,code,False,Satelite_Strength_Vs_Ships_,1,322418,934342,ai;fleet
34,D:\MOX\OTHERS\AIPOWER.C,code,False,Ship_Strength_Vs_Ships_In_Nebula_,1,323337,935261,ai;fleet
34,D:\MOX\OTHERS\AIPOWER.C,code,False,Ship_Strength_Vs_Ships_,1,323351,935275,ai;fleet
34,D:\MOX\OTHERS\AIPOWER.C,code,False,Ship_Strength_Vs_Shield_,1,323403,935327,ai;fleet
34,D:\MOX\OTHERS\AIPOWER.C,code,False,Current_Ship_Hits_,1,324291,936215,ai;fleet
34,D:\MOX\OTHERS\AIPOWER.C,code,False,Max_Ship_Hits_,1,324342,936266,ai;fleet
34,D:\MOX\OTHERS\AIPOWER.C,code,False,Ship_Strength_Vs_Planetary_Shield_,1,324473,936397,ai;fleet
34,D:\MOX\OTHERS\AIPOWER.C,code,False,Get_Best_Ship_Shield_Value_,1,325745,937669,ai;fleet
97,D:\MOX\OTHERS\AITECH.C,code,False,Player_Best_Ship_Shield_,1,836339,1448263,ai;fleet
58,D:\MOX\OTHERS\OFFICER.C,code,False,Ai_Assign_Leader_To_Ship_,1,560163,1172087,ai;fleet
119,D:\MOX\OTHERS\SHIPMOVE.C,code,False,Unmark_Just_Built_AI_Ships_,1,985128,1597052,ai;fleet
15,D:\MOX\EVENTS.C,code,False,Get_Event_Climate_Change_Colony_,1,78092,690016,colony
15,D:\MOX\EVENTS.C,code,False,Pick_Random_Colony_No_Outpost_,1,81220,693144,colony
15,D:\MOX\EVENTS.C,code,False,Pick_Random_Colony_No_Capitol_,1,81312,693236,colony
15,D:\MOX\EVENTS.C,code,False,Event_Check_Colony_Researching_,1,81406,693330,colony
15,D:\MOX\EVENTS.C,code,False,Colony_Has_Event_,1,81504,693428,colony
15,D:\MOX\EVENTS.C,code,False,Kill_All_Events_At_Colony_,1,81951,693875,colony
37,D:\MOX\OTHERS\ADVCIV.C,code,False,Advanced_Civilization_Colonies_,1,339056,950980,colony
37,D:\MOX\OTHERS\ADVCIV.C,code,True,Player_Has_Colony_At_Star_,1,340990,952914,colony
67,D:\MOX\OTHERS\COLBCACH.C,code,False,Allocate_Bldg_Cache_,1,652610,1264534,colony
67,D:\MOX\OTHERS\COLBCACH.C,code,False,Deallocate_Bldg_Cache_,1,652718,1264642,colony
67,D:\MOX\OTHERS\COLBCACH.C,code,True,Bldg_In_Cache_,1,652790,1264714,colony
67,D:\MOX\OTHERS\COLBCACH.C,code,True,Oldest_Slot_In_Bldg_Cache_,1,652878,1264802,colony
67,D:\MOX\OTHERS\COLBCACH.C,code,True,Touch_Slot_,1,652922,1264846,colony
67,D:\MOX\OTHERS\COLBCACH.C,code,False,Touch_Bldg_,1,652946,1264870,colony
67,D:\MOX\OTHERS\COLBCACH.C,code,False,Cache_Load_Bldg_,1,653020,1264944,colony
68,D:\MOX\OTHERS\COLBLDG.C,code,False,Allocate_Help_Buffer_,1,653135,1265059,colony
68,D:\MOX\OTHERS\COLBLDG.C,code,False,Is_In_Queue_,1,653878,1265802,colony
68,D:\MOX\OTHERS\COLBLDG.C,code,True,Print_Setting_Description_,1,653916,1265840,colony
68,D:\MOX\OTHERS\COLBLDG.C,code,False,Get_Setting_Description_String_,1,654009,1265933,colony
68,D:\MOX\OTHERS\COLBLDG.C,code,True,Print_App_Description_,1,654093,1266017,colony
68,D:\MOX\OTHERS\COLBLDG.C,code,False,Clear_Last_App_Description_String_,1,654273,1266197,colony
68,D:\MOX\OTHERS\COLBLDG.C,code,False,Get_App_Description_String_,1,654283,1266207,colony
68,D:\MOX\OTHERS\COLBLDG.C,code,False,Option_String_,1,654445,1266369,colony
68,D:\MOX\OTHERS\COLBLDG.C,code,True,N_Prods_In_Queue_,1,654825,1266749,colony
68,D:\MOX\OTHERS\COLBLDG.C,code,False,N_Prods_In_Colony_Queue_,1,654860,1266784,colony
68,D:\MOX\OTHERS\COLBLDG.C,code,False,N_Prods_In_Colony_Ptr_Queue_,1,654920,1266844,colony
68,D:\MOX\OTHERS\COLBLDG.C,code,True,Star_N_Uncolonized_Worlds_,1,654958,1266882,colony
68,D:\MOX\OTHERS\COLBLDG.C,code,True,qsort_building_by_name_,1,655072,1266996,colony
68,D:\MOX\OTHERS\COLBLDG.C,code,False,Calculate_Building_Array_,1,655100,1267024,colony
68,D:\MOX\OTHERS\COLBLDG.C,code,True,Build_Arrays_,1,655257,1267181,colony
68,D:\MOX\OTHERS\COLBLDG.C,code,True,Calculate_Military_Array_,1,655262,1267186,colony
68,D:\MOX\OTHERS\COLBLDG.C,code,True,Calc_Font_Off_,1,656237,1268161,colony
68,D:\MOX\OTHERS\COLBLDG.C,code,True,Get_Font_Off_For_Buildings_,1,656279,1268203,colony
68,D:\MOX\OTHERS\COLBLDG.C,code,True,Get_Font_Off_For_Military_,1,656537,1268461,colony
68,D:\MOX\OTHERS\COLBLDG.C,code,False,Add_Buildings_Fields_,1,657610,1269534,colony
68,D:\MOX\OTHERS\COLBLDG.C,code,False,Add_Militarys_Fields_,1,657740,1269664,colony
68,D:\MOX\OTHERS\COLBLDG.C,code,True,Something_Behind_Settting_,1,657870,1269794,colony
68,D:\MOX\OTHERS\COLBLDG.C,code,False,Load_Build_Anims_,1,657956,1269880,colony
68,D:\MOX\OTHERS\COLBLDG.C,code,True,Get_First_Empty_Queue_Slot_,1,661197,1273121,colony
68,D:\MOX\OTHERS\COLBLDG.C,code,False,Auto_Design_Type_,1,661232,1273156,colony
68,D:\MOX\OTHERS\COLBLDG.C,code,True,Add_To_Queue_,1,661269,1273193,colony
68,D:\MOX\OTHERS\COLBLDG.C,code,False,First_Prod_Colony_Queue_Slot_,1,662621,1274545,colony
68,D:\MOX\OTHERS\COLBLDG.C,code,False,First_Prod_Queue_Slot_,1,662871,1274795,colony
68,D:\MOX\OTHERS\COLBLDG.C,code,False,Delete_From_Colony_Queue_,1,663065,1274989,colony
68,D:\MOX\OTHERS\COLBLDG.C,code,True,Delete_From_Queue_,1,663159,1275083,colony
68,D:\MOX\OTHERS\COLBLDG.C,code,False,Delete_Prod_From_Colony_Queue_,1,663663,1275587,colony
68,D:\MOX\OTHERS\COLBLDG.C,code,False,Clear_Colony_Queue_,1,663713,1275637,colony
68,D:\MOX\OTHERS\COLBLDG.C,code,True,Defragment_Queue_,1,663741,1275665,colony
68,D:\MOX\OTHERS\COLBLDG.C,code,True,Squish_Out_Queue_Slot_,1,663888,1275812,colony
68,D:\MOX\OTHERS\COLBLDG.C,code,True,Insert_Before_Queue_Slot_,1,664333,1276257,colony
68,D:\MOX\OTHERS\COLBLDG.C,code,False,Selection_Name_,1,667642,1279566,colony
68,D:\MOX\OTHERS\COLBLDG.C,code,True,Add_Build_Queue_Fields_,1,668250,1280174,colony
69,D:\MOX\OTHERS\COLBOMB.C,code,True,Queue_Is_Empty_,1,672991,1284915,colony
69,D:\MOX\OTHERS\COLBOMB.C,code,True,Allocate_Hit_,1,673236,1285160,colony
69,D:\MOX\OTHERS\COLBOMB.C,code,True,Do_Bombs_,1,673487,1285411,colony
69,D:\MOX\OTHERS\COLBOMB.C,code,True,Add_Building_To_Queue_,1,673587,1285511,colony
69,D:\MOX\OTHERS\COLBOMB.C,code,True,Blow_Up_All_Bldgs_,1,674027,1285951,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Load_Colcalc_Strings_,1,840957,1452881,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Colony_Officer_,1,842226,1454150,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Format_Quotient_,1,842294,1454218,colony
102,D:\MOX\OTHERS\COLCALC.C,code,True,Mixed_Race_Morale_Penalty_,1,842452,1454376,colony
102,D:\MOX\OTHERS\COLCALC.C,code,True,Colony_Morale_,1,842533,1454457,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Show_Morale_,1,843515,1455439,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Gravity_Player_Production_Factor_,1,843564,1455488,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Colony_Empire_Base_Food2_Produced_,1,843974,1455898,colony
102,D:\MOX\OTHERS\COLCALC.C,code,True,Colony_Job_Production_,1,844416,1456340,colony
102,D:\MOX\OTHERS\COLCALC.C,code,True,Colony_Replicators_,1,849519,1461443,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Colony_Is_Blockaded_,1,850113,1462037,colony
102,D:\MOX\OTHERS\COLCALC.C,code,True,Pass_Out_Imports_,1,850160,1462084,colony
102,D:\MOX\OTHERS\COLCALC.C,code,True,Player_Effective_Climate_,1,854601,1466525,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Room_For_Another_Dude_,1,855195,1467119,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Colony_N_Turns_To_Produce_,1,855972,1467896,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Star_Has_Asteroid_Or_Gas_Giant_,1,856363,1468287,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Delete_Obsolete_Artifical_Planets_Under_Construction_,1,856431,1468355,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Colony_Can_Build_Product_,1,856508,1468432,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Colony_Environmental_Stuff_,1,859373,1471297,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Pre_Import_Computing_,1,859481,1471405,colony
102,D:\MOX\OTHERS\COLCALC.C,code,True,Colony_Specialty_,1,859679,1471603,colony
102,D:\MOX\OTHERS\COLCALC.C,code,True,Post_Import_Computing_,1,859763,1471687,colony
102,D:\MOX\OTHERS\COLCALC.C,code,True,Colony_Production_Calculation_,1,859780,1471704,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Leader_At_Anomaly_,1,860062,1471986,colony
102,D:\MOX\OTHERS\COLCALC.C,code,True,Tribute_Received_From_,1,860103,1472027,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Compute_Total_Building_Costs_,1,861809,1473733,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Player_Owns_Officer_,1,861920,1473844,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Update_Player_Stats_,1,861968,1473892,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Colony_Calculation_,1,862832,1474756,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Star_Colony_Calculation_,1,862897,1474821,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,All_Colony_Calculations_,1,863025,1474949,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Do_Colony_Calculations_,1,863025,1474949,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Do_Player_Colony_Post_Production_,1,863497,1475421,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Do_Player_Colony_Calculations_,1,863602,1475526,colony
102,D:\MOX\OTHERS\COLCALC.C,code,True,Apply_Assimilation_,1,865366,1477290,colony
102,D:\MOX\OTHERS\COLCALC.C,code,True,Produce_Ground_Military_,1,865814,1477738,colony
102,D:\MOX\OTHERS\COLCALC.C,code,True,Housing_Is_Useless_,1,865975,1477899,colony
102,D:\MOX\OTHERS\COLCALC.C,code,True,Apply_Production_,1,866015,1477939,colony
102,D:\MOX\OTHERS\COLCALC.C,code,True,Ghost_Colony_Stuff_,1,867994,1479918,colony
102,D:\MOX\OTHERS\COLCALC.C,code,True,Apply_Colony_Changes_,1,868206,1480130,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Apply_All_Colony_Changes_,1,868316,1480240,colony
102,D:\MOX\OTHERS\COLCALC.C,code,True,Advance_Player_Field_,1,868381,1480305,colony
102,D:\MOX\OTHERS\COLCALC.C,code,True,Ensure_Uncreative_Field_OK_,1,868495,1480419,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Field_Is_Gray_Box_,1,868827,1480751,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Give_Player_Field_,1,869392,1481316,colony
102,D:\MOX\OTHERS\COLCALC.C,code,True,Eliminate_Player_,1,869887,1481811,colony
102,D:\MOX\OTHERS\COLCALC.C,code,True,Do_Surrender_Colony_,1,870431,1482355,colony
102,D:\MOX\OTHERS\COLCALC.C,code,True,Do_Surrender_Star_,1,870714,1482638,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,May_Surrender_Star_,1,870921,1482845,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Surrender_Star_,1,871091,1483015,colony
102,D:\MOX\OTHERS\COLCALC.C,code,True,Do_Surrender_Empire_,1,871263,1483187,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,May_Surrender_Empire_,1,871634,1483558,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Surrender_Empire_,1,871686,1483610,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Do_Surrenders_,1,871881,1483805,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Init_Surrenders_,1,872020,1483944,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Check_For_Eliminated_Players_,1,872115,1484039,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Apply_All_Player_Changes_,1,872265,1484189,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,N_Living_Players_,1,872490,1484414,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,N_Living_Human_Players_,1,872542,1484466,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Compute_Blockades_,1,872599,1484523,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Compute_Star_Colony_Stuff_,1,873110,1485034,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Do_Colony_Owner_Change_Star_Colony_Stuff_,1,873421,1485345,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Rebuild_WFI_List_,1,873479,1485403,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Compute_All_Star_Colony_Stuff_,1,873480,1485404,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Compute_Potential_Colony_Info_,1,873520,1485444,colony
102,D:\MOX\OTHERS\COLCALC.C,code,True,Twiddle_Initial_Homeworld_,1,873918,1485842,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,First_Colony_Of_Player_,1,874448,1486372,colony
102,D:\MOX\OTHERS\COLCALC.C,code,True,Monster_At_Star_,1,874484,1486408,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Twiddle_Initial_Homeworlds_,1,874546,1486470,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Colony_Planetary_Shield_,1,875239,1487163,colony
102,D:\MOX\OTHERS\COLCALC.C,code,True,Sort_star_weights_,1,875480,1487404,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Get_Surrender_System_,1,875491,1487415,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Get_Possible_Surrender_Systems_,1,875732,1487656,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Player_Name_,1,876008,1487932,colony
102,D:\MOX\OTHERS\COLCALC.C,code,False,Best_Leader_Diplomat_Bonus_,1,876041,1487965,colony
70,D:\MOX\OTHERS\COLDRAW.C,code,False,Calculate_Squish_Step_,1,675428,1287352,colony
70,D:\MOX\OTHERS\COLDRAW.C,code,False,Load_Road_List_Anims_,1,679870,1291794,colony
70,D:\MOX\OTHERS\COLDRAW.C,code,False,Build_Road_List_Based_On_Bldg_List_,1,680089,1292013,colony
70,D:\MOX\OTHERS\COLDRAW.C,code,False,Road_Back_To_Front_,1,680487,1292411,colony
70,D:\MOX\OTHERS\COLDRAW.C,code,False,Load_Veggie_Anims_,1,680532,1292456,colony
70,D:\MOX\OTHERS\COLDRAW.C,code,False,Link_Buildings_,1,680659,1292583,colony
